customer_id,loan_count,total_amount_overdue,maturity_dpd,total_missed_installment,has_14plus_dpd,count_14plus_dpd,tenor_in_months,ontime_repayment_rate,age,gender,marital_status,state,location,purpose,employment_status,dw_channel_key,total_loan_amount,income,income_bracket,age_category,missed_payment_ratio,overdue_utilization,monthly_loan_volume,repayment_efficiency,segment
121830,1,0.0,0,3,0,0,12.0,21.66,25,Unknown,2,Lagos,Lagos,8,0,5,2200587.21,150809.33,150k - 299k,18-28,0.2499999791666684,0.0,183382.25221814564,0.21660000000000001,Low Risk - Low Value
121869,1,569343.06,0,3,1,2,3.0,0.0,31,Unknown,2,Lagos,Eti-Osa,8,2,5,2575665.63,3523030.79,1.2M and above,28-33,0.9999996666667778,0.22104696097520202,858554.9238150254,0.0,High Risk
121892,1,69734.44,0,3,0,0,6.0,22.91,21,Unknown,2,Lagos,Oshodi,8,0,5,840374.56,123347.0,70k - 149k,18-28,0.49999991666668053,0.08298018921457714,140062.40332293278,0.2291,Medium Risk - Low Value
121903,4,0.0,0,1,0,0,3.0,13.33,26,Unknown,2,Anambra,Awka,8,2,5,3984459.38,4838468.83,1.2M and above,18-28,0.33333322222225925,0.0,1328152.6839491052,0.1333,Low Risk - Low Value
121915,1,0.0,0,0,0,0,6.0,0.0,25,Unknown,2,Others,Others,8,0,5,152668.02,71666.67,70k - 149k,18-28,0.0,0.0,25444.66575922237,0.0,Low Risk - Low Value
121946,1,34867.22,0,3,0,0,6.0,30.55,34,Unknown,2,Lagos,Epe,7,0,5,630280.92,131808.0,70k - 149k,33-37,0.49999991666668053,0.05532012614302949,105046.80249219958,0.3055,Medium Risk - Low Value
121953,1,29753.59,0,1,0,0,6.0,50.0,27,Unknown,2,Oyo,Ibadan,8,0,5,537838.56,97894.0,70k - 149k,18-28,0.16666663888889352,0.055320670946212326,89639.74506004249,0.5,Low Risk - Low Value
121962,1,0.0,0,0,0,0,3.0,27.77,35,Unknown,2,Edo,Benin City,8,2,5,790706.25,1081079.86,800k - 1.19M,33-37,0.0,0.0,263568.6621437793,0.2777,Low Risk - Low Value
121969,1,0.0,0,1,0,0,3.0,0.0,31,Unknown,2,Ogun,shagamu,8,2,5,347040.54,712935.94,500k - 799k,28-33,0.33333322222225925,0.0,115680.14143995284,0.0,Low Risk - Low Value
121986,1,22052.34,0,1,0,0,3.0,22.22,62,Unknown,2,Lagos,Surulere,7,2,5,200215.56,759398.84,500k - 799k,44-65,0.33333322222225925,0.11014298788710457,66738.49775383408,0.22219999999999998,Low Risk - Low Value
122043,2,54455.16,0,3,0,0,3.0,0.0,33,Unknown,2,Imo,Owerri,6,0,5,229729.77,431587.44,300k - 499k,28-33,0.9999996666667778,0.23704006668253297,76576.5644744785,0.0,High Risk
122044,1,0.0,0,0,0,0,12.0,16.66,35,Unknown,2,Edo,Benin City,8,0,5,3175525.1,326494.0,300k - 499k,33-37,0.0,0.0,264627.06961441087,0.1666,Low Risk - Low Value
122058,1,0.0,0,3,1,1,3.0,0.0,36,Unknown,2,Lagos,Lagos,8,2,5,7828769.67,30449449.9,1.2M and above,33-37,0.9999996666667778,0.0,2609589.020136993,0.0,High Risk
122061,1,99072.92,0,1,1,1,3.0,50.0,32,Unknown,2,Lagos,Lagos,8,2,5,896393.88,1227634.65,1.2M and above,28-33,0.33333322222225925,0.11052386926145621,298797.86040071317,0.5,Medium Risk - Low Value
122064,1,0.0,0,3,0,0,12.0,18.33,49,Unknown,2,Lagos,Ikorodu,8,0,1,2166542.12,226274.0,150k - 299k,44-65,0.2499999791666684,0.0,180545.16162123656,0.1833,Low Risk - Low Value
122072,1,0.0,0,0,0,0,12.0,0.0,26,Unknown,2,Lagos,Alimosho,8,0,1,1238020.57,261891.0,150k - 299k,18-28,0.0,0.0,103168.37223596899,0.0,Low Risk - Low Value
122073,1,0.0,0,0,0,0,6.0,75.0,40,Unknown,2,Ogun,Abeokuta,8,0,5,508425.3,79876.0,70k - 149k,37-44,0.0,0.0,84737.53587707735,0.75,Low Risk - Low Value
122074,1,27122.54,0,6,0,0,6.0,0.0,24,Unknown,2,Oyo,Egbeda,8,0,1,655493.24,77000.0,70k - 149k,18-28,0.9999998333333611,0.04137729932952264,109248.8551251908,0.0,High Risk
122092,1,59379.44,0,6,0,0,6.0,0.0,35,Unknown,2,Kwara,Ilorin,4,0,5,254212.68,79684.0,70k - 149k,33-37,0.9999998333333611,0.23358173950947853,42368.77293853784,0.0,High Risk
122100,1,116374.22,0,5,0,0,10.0,5.0,32,Unknown,2,Lagos,Lagos ,8,0,5,4672070.72,425351.0,300k - 499k,28-33,0.499999950000005,0.02490848854273659,467207.0252792975,0.05,Medium Risk - Low Value
122122,1,166960.59,0,3,0,0,3.0,0.0,23,Unknown,2,Lagos,Ikeja,8,0,5,548590.11,752143.57,500k - 799k,18-28,0.9999996666667778,0.3043448778172389,182863.30904556363,0.0,High Risk
122143,1,0.0,0,0,0,0,3.0,33.33,30,Unknown,2,Others,Others,8,0,5,230370.57,258333.33,150k - 299k,28-33,0.0,0.0,76790.16440327853,0.3333,Low Risk - Low Value
122158,1,0.0,0,1,0,0,6.0,19.44,30,Unknown,2,Ogun,Ijebu Ode,8,0,5,294132.48,54603.0,<69k,28-33,0.16666663888889352,0.0,49022.07182965469,0.19440000000000002,Low Risk - Low Value
122217,2,102870.52,0,3,0,0,12.0,0.0,37,Unknown,2,Federal Capital Territory,Abuja,8,0,5,4109442.85,245197.0,150k - 299k,33-37,0.2499999791666684,0.02503271702634214,342453.5422955382,0.0,Low Risk - Low Value
122263,1,0.0,0,0,0,0,2.0,0.0,39,Unknown,2,Federal Capital Territory,Abuja,2,2,5,113475.0,1888907.86,1.2M and above,37-44,0.0,0.0,56737.47163126418,0.0,Low Risk - Low Value
122289,1,0.0,0,0,0,0,8.0,16.66,34,Unknown,2,Bayelsa,Yenegoa,7,0,1,1328302.4,265189.35,150k - 299k,33-37,0.0,0.0,166037.7792452776,0.1666,Low Risk - Low Value
122307,1,0.0,0,0,0,0,3.0,0.0,30,Unknown,2,Others,Others,8,0,5,305321.82,1254639.57,1.2M and above,28-33,0.0,0.0,101773.90607536463,0.0,Low Risk - Low Value
122311,1,104925.87,0,3,1,2,3.0,0.0,28,Unknown,2,Edo,Benin City,8,2,5,316340.46,0.74,<69k,18-28,0.9999996666667778,0.33168653165538264,105446.78485107172,0.0,High Risk
122330,1,330985.08,0,6,0,0,12.0,0.0,43,Unknown,2,Lagos,Ifako,8,0,5,2655557.48,156105.0,150k - 299k,37-44,0.4999999583333368,0.12463864273044295,221296.43822529682,0.0,Medium Risk - Low Value
122336,1,60.6,0,6,0,0,12.0,0.0,52,Unknown,2,Lagos,Surulere,4,0,1,3503605.28,180048.12,150k - 299k,44-65,0.4999999583333368,1.7296468967526706e-05,291967.0823360765,0.0,Medium Risk - Low Value
122340,1,376390.64,0,3,0,0,3.0,0.0,26,Unknown,2,Federal Capital Territory,Municipal Area Council,8,0,1,1702756.89,2328803.31,1.2M and above,18-28,0.9999996666667778,0.22104778562944413,567585.440804853,0.0,High Risk
122350,2,0.0,0,2,0,0,4.0,11.11,44,Unknown,2,Lagos,Shomolu,8,0,1,521825.42,213351.46,150k - 299k,37-44,0.49999987500003124,0.0,130456.3223859194,0.11109999999999999,Medium Risk - Low Value
122351,2,0.0,0,1,0,0,4.0,19.44,36,Unknown,2,Lagos,Kosofe,7,2,1,12187901.52,14559482.58,1.2M and above,33-37,0.24999993750001562,0.0,3046974.6182563454,0.19440000000000002,Low Risk - High Value
122355,2,0.0,0,1,0,0,3.0,0.0,35,Unknown,2,Lagos,Badagry,8,2,5,145782.14,170527.36,150k - 299k,33-37,0.33333322222225925,0.0,48594.030468656514,0.0,Low Risk - Low Value
122370,1,200011.0,0,3,0,0,12.0,16.25,43,Unknown,2,Lagos,Mushin,8,0,1,9724672.76,436111.5,300k - 499k,37-44,0.2499999791666684,0.02056737588360551,810389.3291342226,0.1625,Low Risk - High Value
122375,2,43263.35,0,3,0,0,3.0,0.0,39,Unknown,2,Lagos,Lagos,7,2,5,458024.38,795065.0,500k - 799k,37-44,0.9999996666667778,0.09445643482974758,152674.74244175252,0.0,High Risk
122442,2,0.0,0,2,0,0,5.0,6.25,37,Unknown,2,Lagos,Lagos Mainland Local Government Area,13,0,5,472310.61,68357.3,<69k,33-37,0.399999920000016,0.0,94462.10310757937,0.0625,Low Risk - Low Value
122448,1,555028.17,8,3,0,0,3.0,33.33,50,Unknown,2,Lagos,Oshodi-Isolo,8,2,1,4258851.36,4370042.14,1.2M and above,44-65,0.9999996666667778,0.1303234424222473,1419616.6467944512,0.3333,High Risk
122461,1,0.0,0,0,0,0,2.0,0.0,36,Unknown,2,Lagos,Lagos Island,8,2,1,2287900.0,21181507.68,1.2M and above,33-37,0.0,0.0,1143949.428025286,0.0,Low Risk - Low Value
122466,1,0.0,0,4,0,0,12.0,11.25,47,Unknown,2,Oyo,Ido,8,0,1,3045530.12,222722.58,150k - 299k,44-65,0.3333333055555579,0.0,253794.15551715373,0.1125,Low Risk - Low Value
122471,1,104601.66,0,3,1,2,6.0,0.0,41,Unknown,2,Lagos,Ikorodu,8,0,5,840374.56,109435.0,70k - 149k,37-44,0.49999991666668053,0.12447028382186573,140062.40332293278,0.0,High Risk
122472,2,0.0,0,0,0,0,4.0,11.11,21,Unknown,2,Lagos,Amuwo Odofin,8,2,1,4736131.48,5814501.41,1.2M and above,18-28,0.0,0.0,1184032.5739918565,0.11109999999999999,Low Risk - Low Value
122568,1,131798.94,0,3,0,0,6.0,44.44,36,Unknown,2,Lagos,Alimosho,8,0,1,794152.5,124365.0,70k - 149k,33-37,0.49999991666668053,0.16596175167846736,132358.727940212,0.44439999999999996,Medium Risk - Low Value
122575,1,0.0,0,1,0,0,6.0,14.58,29,Unknown,2,Lagos,Ikorodu,4,0,5,667462.12,279082.0,150k - 299k,28-33,0.16666663888889352,0.0,111243.66812605532,0.1458,Low Risk - Low Value
122612,1,0.0,0,0,0,0,12.0,40.0,56,Unknown,2,Akwa Ibom,Eket,13,0,1,6070856.76,1450746.98,1.2M and above,44-65,0.0,0.0,505904.687841276,0.4,Low Risk - High Value
122629,1,0.0,0,0,0,0,3.0,50.0,31,Unknown,2,Federal Capital Territory,Abuja,8,2,5,698065.48,2437087.71,1.2M and above,28-33,0.0,0.0,232688.41577052805,0.5,Low Risk - Low Value
122689,1,0.0,0,0,0,0,6.0,16.66,25,Unknown,2,Kano,Kano,8,0,5,274523.68,64614.29,<69k,18-28,0.0,0.0,45753.939041010155,0.1666,Low Risk - Low Value
122711,1,138441.71,0,1,1,1,3.0,50.0,28,Unknown,2,Lagos,Lekki,8,0,5,1252603.83,5525049.58,1.2M and above,18-28,0.33333322222225925,0.11052314122326247,417534.4708218431,0.5,Medium Risk - High Value
122732,1,0.0,0,0,0,0,12.0,27.77,29,Unknown,2,Lagos,Lagos,8,0,5,8783029.44,535161.89,500k - 799k,28-33,0.0,0.0,731919.0590067451,0.2777,Low Risk - High Value
122736,1,0.0,0,2,0,0,12.0,24.58,27,Unknown,2,Rivers,Bonny,8,0,5,3435502.8,177320.0,150k - 299k,18-28,0.16666665277777895,0.0,286291.8761423437,0.2458,Low Risk - Low Value
122747,1,27894.18,0,3,0,0,6.0,30.55,41,Unknown,2,Lagos,LAGOS,8,0,5,252111.33,41662.0,<69k,37-44,0.49999991666668053,0.11064231028367252,42018.54799690867,0.3055,Medium Risk - Low Value
122767,1,0.0,0,1,0,0,12.0,14.58,37,Unknown,2,Lagos,Agege,7,0,5,3515976.56,195667.0,150k - 299k,33-37,0.08333332638888948,0.0,292998.0222501648,0.1458,Low Risk - Low Value
122781,1,0.0,0,0,0,0,3.0,27.77,37,Unknown,2,Lagos,Ikorodu,8,2,5,1326976.65,1211131.39,1.2M and above,33-37,0.0,0.0,442325.4025581991,0.2777,Low Risk - High Value
122815,1,428348.0,0,1,0,0,3.0,0.0,41,Unknown,2,Oyo,ibadan,11,0,5,1304795.16,331916.67,300k - 499k,37-44,0.33333322222225925,0.3282875451497473,434931.5750228083,0.0,Low Risk - Low Value
122819,1,81010.08,0,3,0,0,12.0,0.0,40,Unknown,2,Others,Others,12,0,5,2924831.91,201158.18,150k - 299k,37-44,0.2499999791666684,0.027697345520266942,243735.97218866902,0.0,Low Risk - Low Value
122821,1,349134.78,0,3,0,0,3.0,0.0,28,Unknown,2,Oyo,Ibadan,8,2,5,1052969.19,1438689.55,1.2M and above,18-28,0.9999996666667778,0.3315716958438912,350989.6130034623,0.0,High Risk
122859,1,599194.62,0,3,1,2,3.0,0.0,38,Unknown,2,Delta,Asaba,8,2,5,5421423.87,11152352.16,1.2M and above,37-44,0.9999996666667778,0.11052347766342228,1807140.6876197706,0.0,High Risk
122893,1,251685.42,0,3,0,0,3.0,0.0,41,Unknown,2,Rivers,Port Harcourt,8,2,5,1139086.53,1558639.4,1.2M and above,37-44,0.9999996666667778,0.22095373211004352,379695.3834348722,0.0,High Risk
122900,2,1687264.59,0,3,0,0,3.0,0.0,48,Unknown,2,Lagos,Ikorodu,8,2,1,6009954.64,7000460.76,1.2M and above,44-65,0.9999996666667778,0.28074497913343976,2003317.545560818,0.0,High Risk
122925,1,66408.51,0,3,1,2,3.0,0.0,24,Unknown,2,Rivers,Port Harcourt,8,2,5,200215.56,600864.58,500k - 799k,18-28,0.9999996666667778,0.33168505984084506,66738.49775383408,0.0,High Risk
122927,1,0.0,0,1,1,1,6.0,14.58,26,Unknown,2,Lagos,Lagos,8,0,5,375366.16,97322.0,70k - 149k,18-28,0.16666663888889352,0.0,62561.01623983062,0.1458,Medium Risk - Low Value
122935,1,1861814.9,0,6,0,0,24.0,0.0,29,Unknown,2,Lagos,Kosofe,12,0,5,29835201.24,219511.0,150k - 299k,28-33,0.24999998958333375,0.062403296194423044,1243133.3332027777,0.0,Low Risk - Low Value
122961,1,185046.0,0,1,0,0,3.0,33.33,33,Unknown,2,Federal Capital Territory,Abuja,7,2,5,1691014.98,5921989.32,1.2M and above,28-33,0.33333322222225925,0.10942895372806843,563671.4721095093,0.3333,Low Risk - High Value
122993,1,122287.77,0,6,0,0,12.0,0.0,33,Unknown,2,Lagos,Somolu,13,0,5,1471694.28,185537.0,150k - 299k,28-33,0.4999999583333368,0.0830931883488172,122641.1797799017,0.0,Medium Risk - Low Value
122999,1,0.0,0,0,0,0,6.0,50.0,30,Unknown,2,Taraba,Jalingo,4,0,5,20309.27,49499.0,<69k,28-33,0.0,0.0,3384.8777691870387,0.5,Low Risk - Low Value
123064,1,0.0,0,1,0,0,6.0,37.5,42,Unknown,2,Lagos,Eti-Osa,8,0,5,364162.58,85810.0,70k - 149k,37-44,0.16666663888889352,0.0,60693.753217707796,0.375,Low Risk - Low Value
123095,1,0.0,0,3,0,0,6.0,0.0,39,Unknown,2,Ogun,Abeokuta,2,0,5,840374.56,100374.0,70k - 149k,37-44,0.49999991666668053,0.0,140062.40332293278,0.0,Medium Risk - Low Value
123144,2,41467.33,0,1,1,1,3.0,0.0,38,Unknown,2,Lagos,Lagos,8,0,5,374563.33,513406.96,500k - 799k,37-44,0.33333322222225925,0.11070846150339728,124854.40171519943,0.0,Medium Risk - Low Value
123212,1,421815.39,0,3,1,2,3.0,0.0,43,Unknown,2,Delta,Effurun,8,2,5,1272175.41,1738370.54,1.2M and above,37-44,0.9999996666667778,0.3315701488049266,424058.3286472237,0.0,High Risk
123222,1,0.0,0,0,0,0,3.0,0.0,37,Unknown,2,Federal Capital Territory,Abuja,8,2,5,1509647.85,6192413.59,1.2M and above,33-37,0.0,0.0,503215.7822614059,0.0,Low Risk - Low Value
123251,1,93881.52,0,1,1,1,3.0,0.0,33,Unknown,2,Kwara,Ilorin west,8,2,5,566280.7,2322296.77,1.2M and above,28-33,0.33333322222225925,0.16578619048792273,188760.1704132765,0.0,Medium Risk - Low Value
123282,2,0.0,0,0,0,0,2.0,25.0,29,Unknown,2,Lagos,Agege,8,2,5,231370.9,2669671.72,1.2M and above,28-33,0.0,0.0,115685.39215730391,0.25,Low Risk - Low Value
123288,1,0.0,0,0,0,0,3.0,0.0,40,Unknown,2,Others,Others,4,0,5,37795.42,251456.95,150k - 299k,37-44,0.0,0.0,12598.46913384362,0.0,Low Risk - Low Value
123299,1,0.0,0,0,0,0,3.0,0.0,28,Unknown,2,Lagos,Eti-Osa,8,0,5,3914385.06,8927722.14,1.2M and above,18-28,0.0,0.0,1304794.5850684715,0.0,Low Risk - Low Value
123305,1,0.0,0,0,0,0,12.0,20.83,28,Unknown,2,Enugu,Enugu,13,0,5,3447898.36,202748.0,150k - 299k,18-28,0.0,0.0,287324.8393895967,0.20829999999999999,Low Risk - Low Value
123314,1,0.0,0,3,0,0,3.0,0.0,28,Unknown,2,Lagos,Lagos,8,2,5,391438.29,922364.59,800k - 1.19M,18-28,0.9999996666667778,0.0,130479.38650687115,0.0,High Risk
123323,1,156723.72,0,3,1,2,3.0,0.0,28,Unknown,2,Lagos,Lagos,8,2,5,472508.97,647713.31,500k - 799k,18-28,0.9999996666667778,0.33168411596433467,157502.93749902083,0.0,High Risk
123330,1,13434.01,0,1,1,1,3.0,0.0,24,Unknown,2,Kwara,Ilorin,8,2,5,80989.92,168996.27,150k - 299k,18-28,0.33333322222225925,0.1658726172322942,26996.631001122998,0.0,Medium Risk - Low Value
123338,1,34384.44,0,1,1,1,6.0,20.83,30,Unknown,2,Lagos,Ikorodu,8,0,1,840374.56,89583.33,70k - 149k,28-33,0.16666663888889352,0.04091561267627983,140062.40332293278,0.20829999999999999,Medium Risk - Low Value
123361,1,9525.2,0,1,1,1,3.0,0.0,27,Unknown,2,Lagos,Mushin,8,2,5,161506.84,335052.69,300k - 499k,18-28,0.33333322222225925,0.05897706871078044,53835.59538813487,0.0,Medium Risk - Low Value
123365,2,0.0,0,0,0,0,6.0,0.0,20,Unknown,2,Lagos,Ikorodu,8,0,5,765724.72,118271.0,70k - 149k,18-28,0.0,0.0,127620.7653965391,0.0,Low Risk - Low Value
123388,1,0.0,0,0,0,0,3.0,0.0,26,Unknown,2,Lagos,Oshodi,4,0,5,123600.75,187000.0,150k - 299k,18-28,0.0,0.0,41200.23626658791,0.0,Low Risk - Low Value
123392,1,0.0,0,1,0,0,12.0,14.58,47,Unknown,2,Ogun,Ifo,8,0,1,3565509.96,204107.11,150k - 299k,44-65,0.08333332638888948,0.0,297125.80523951625,0.1458,Low Risk - Low Value
123399,2,0.0,0,1,0,0,3.0,22.91,28,Unknown,2,Enugu,Nsukka,8,2,5,768558.92,1313192.86,1.2M and above,18-28,0.33333322222225925,0.0,256186.22127125956,0.2291,Low Risk - Low Value
123408,1,0.0,0,0,0,0,3.0,0.0,30,Unknown,2,Lagos,Lagos,8,2,4,555096.0,2571298.23,1.2M and above,28-33,0.0,0.0,185031.93832268723,0.0,Low Risk - Low Value
123409,1,129790.05,0,3,1,2,3.0,0.0,25,Unknown,2,Lagos,Lagos,8,2,5,391438.29,1126109.43,800k - 1.19M,18-28,0.9999996666667778,0.33157218727802135,130479.38650687115,0.0,High Risk
123416,1,176080.59,7,3,0,0,3.0,22.91,30,Unknown,2,Lagos,Eti Osa,7,2,1,2124205.88,2179681.57,1.2M and above,28-33,0.9999996666667778,0.08289243131175078,708068.3906438698,0.2291,High Risk
123445,1,0.0,0,1,1,1,12.0,0.0,61,Unknown,2,Osun,Ede,8,0,5,4011189.6,274972.32,150k - 299k,44-65,0.08333332638888948,0.0,334265.772144519,0.0,Medium Risk - Low Value
123448,1,87257.94,0,3,0,0,12.0,22.91,53,Unknown,2,Oyo,Okeho,8,0,5,4203077.0,247140.0,150k - 299k,44-65,0.2499999791666684,0.02076049046923938,350256.3874786344,0.2291,Low Risk - High Value
123451,1,263504.96,0,1,0,0,12.0,50.0,44,Unknown,2,Lagos,Oshodi-Isolo,8,0,1,9516081.75,899783.0,800k - 1.19M,37-44,0.08333332638888948,0.02769048931299611,793006.7464161045,0.5,Low Risk - High Value
123473,1,0.0,0,0,0,0,3.0,27.77,37,Unknown,2,Osun,Ifedayo,8,2,1,3209795.28,4391535.81,1.2M and above,33-37,0.0,0.0,1069931.4033561987,0.2777,Low Risk - High Value
123482,2,33584.52,0,3,1,2,3.0,0.0,43,Unknown,2,Lagos,Ifako,8,2,5,130752.23,221462.36,150k - 299k,37-44,0.9999996666667778,0.2568561928140204,43584.06213864595,0.0,High Risk
123487,1,0.0,0,0,0,0,12.0,63.89,54,Unknown,2,Lagos,Lagos,13,0,5,2070598.32,143615.0,70k - 149k,44-65,0.0,0.0,172549.8456208462,0.6389,Low Risk - Low Value
123499,1,0.0,0,0,0,0,12.0,20.83,49,Unknown,2,Ogun,Ifo,8,2,1,3745026.4,192471.46,150k - 299k,44-65,0.0,0.0,312085.5073262077,0.20829999999999999,Low Risk - Low Value
123517,1,0.0,0,0,0,0,12.0,41.66,28,Unknown,2,Lagos,Lagos,8,0,5,2002495.92,205833.33,150k - 299k,18-28,0.0,0.0,166874.6460937795,0.41659999999999997,Low Risk - Low Value
123524,1,0.0,0,3,0,0,12.0,0.0,47,Unknown,2,Federal Capital Territory,Municipal Area Council,8,0,1,12452858.7,1200854.95,1.2M and above,44-65,0.2499999791666684,0.0,1037738.1385218218,0.0,Low Risk - Low Value
123539,1,102870.52,0,3,0,0,12.0,0.0,29,Unknown,2,Kaduna,Kaduna,8,0,5,1857030.87,361045.7,300k - 499k,28-33,0.2499999791666684,0.05539515883219787,154752.55960395338,0.0,Low Risk - Low Value
123540,1,0.0,0,1,0,0,3.0,0.0,42,Unknown,2,Others,Others,8,2,5,39145.44,162048.79,150k - 299k,37-44,0.33333322222225925,0.0,13048.475650508117,0.0,Low Risk - Low Value
123544,1,0.0,0,0,0,0,12.0,0.0,39,Unknown,2,Lagos,Lagos,8,0,5,1922028.31,406690.97,300k - 499k,37-44,0.0,0.0,160169.01248591565,0.0,Low Risk - Low Value
123618,1,83682.54,0,6,0,0,6.0,0.0,59,Unknown,2,Lagos,Badagry,8,0,1,672296.92,67548.38,<69k,44-65,0.9999998333333611,0.12447259166362909,112049.46799175534,0.0,High Risk
123705,2,0.0,0,0,0,0,6.0,16.66,35,Unknown,2,Others,Dugbe,8,0,5,554647.36,71520.0,70k - 149k,33-37,0.0,0.0,92441.21125979812,0.1666,Low Risk - Low Value
123767,1,572704.34,0,3,1,2,3.0,0.0,26,Unknown,2,Ogun,Ifo,11,0,5,2591322.39,3543826.17,1.2M and above,18-28,0.9999996666667778,0.22100852530347603,863773.842075386,0.0,High Risk
123807,1,44272.34,0,1,1,1,3.0,0.0,50,Unknown,2,Ogun,Ifo,8,2,5,266954.12,546377.34,500k - 799k,44-65,0.33333322222225925,0.16584250507103676,88984.67700510766,0.0,Medium Risk - Low Value
123873,1,0.0,0,1,0,0,6.0,29.16,49,Unknown,2,Lagos,Alimosho,2,0,1,5075305.8,1063154.0,800k - 1.19M,44-65,0.16666663888889352,0.0,845884.1590193068,0.2916,Low Risk - High Value
123894,1,0.0,0,0,0,0,1.0,0.0,49,Unknown,2,Lagos,Ojo,7,2,1,56237.5,0.0,<69k,44-65,0.0,0.0,56237.44376255624,0.0,Low Risk - Low Value
123897,1,0.4,35,2,1,1,2.0,45.83,36,Unknown,2,Federal Capital Territory,Bwari,8,2,5,967744.8,1881298.25,1.2M and above,33-37,0.99999950000025,4.13332109869861e-07,483872.158063921,0.4583,High Risk
123944,1,602593.75,0,3,0,0,3.0,0.0,29,Unknown,2,Lagos,Agege,8,0,5,3914385.48,6376282.77,1.2M and above,28-33,0.9999996666667778,0.15394338474805658,1304794.7250684248,0.0,High Risk
123949,1,121850.91,0,3,0,0,12.0,22.91,29,Unknown,2,Kogi,Okene,8,0,1,2934116.28,140674.29,70k - 149k,28-33,0.2499999791666684,0.041528998298580894,244509.66962419418,0.2291,Low Risk - Low Value
124010,1,94142.1,0,3,0,0,6.0,0.0,26,Unknown,2,Lagos,Lagos,8,0,5,378167.88,93603.33,70k - 149k,18-28,0.49999991666668053,0.24894261247081867,63027.96949533842,0.0,Medium Risk - Low Value
124011,1,214484.61,0,3,0,0,12.0,0.0,50,Unknown,2,Ogun,OGUN ,8,0,5,2581275.42,177125.33,150k - 299k,44-65,0.2499999791666684,0.08309249309006976,215106.26707447774,0.0,Low Risk - Low Value
124023,1,0.0,0,0,0,0,12.0,0.0,49,Unknown,2,Lagos,Lekki,8,0,5,1560211.78,1452928.0,1.2M and above,44-65,0.0,0.0,130017.63749853022,0.0,Low Risk - Low Value
124033,1,0.0,0,0,0,0,3.0,0.0,36,Unknown,2,Plateau,Bukuru,8,2,5,117459.78,965542.86,800k - 1.19M,33-37,0.0,0.0,39153.24694891768,0.0,Low Risk - Low Value
124039,1,0.0,0,0,0,0,6.0,0.0,29,Unknown,2,Others,Others,8,2,5,163873.31,77000.0,70k - 149k,28-33,0.0,0.0,27312.2137812977,0.0,Low Risk - Low Value
124073,2,0.0,0,2,0,0,5.0,0.0,28,Unknown,2,Enugu,Enugu,8,0,5,755419.64,123800.0,70k - 149k,18-28,0.399999920000016,0.0,151083.89778322045,0.0,Low Risk - Low Value
124094,1,0.0,0,1,0,0,3.0,19.44,36,Unknown,2,Lagos,Lagos Mainland Local Government Area,8,2,1,3914385.48,9562409.45,1.2M and above,33-37,0.33333322222225925,0.0,1304794.7250684248,0.19440000000000002,Low Risk - High Value
124121,1,592534.68,0,6,0,0,12.0,0.0,38,Unknown,2,Kogi,Okene,13,0,5,3565497.75,279489.0,150k - 299k,37-44,0.4999999583333368,0.16618568333126388,297124.78773960104,0.0,Medium Risk - Low Value
124123,2,0.0,0,0,0,0,6.0,11.11,25,Unknown,2,Oyo,Ibadan,8,0,5,316449.25,57086.0,<69k,18-28,0.0,0.0,52741.532876411184,0.11109999999999999,Low Risk - Low Value
124154,1,378237.93,0,6,0,0,12.0,0.0,38,Unknown,2,Rivers,port harcourt,8,0,5,4553142.57,574701.0,500k - 799k,37-44,0.4999999583333368,0.08307183976448972,379428.5158809571,0.0,Medium Risk - Low Value
124155,2,0.0,0,1,0,0,3.0,14.58,53,Unknown,2,Oyo,Oluyole,8,2,1,5084598.72,5403665.37,1.2M and above,44-65,0.33333322222225925,0.0,1694865.6750447748,0.1458,Low Risk - Low Value
124166,1,0.0,0,0,0,0,3.0,100.0,39,Unknown,2,Lagos,Kosofe,4,2,1,34873.34,209403.08,150k - 299k,37-44,0.0,0.0,11624.442791852402,1.0,Low Risk - Low Value
124180,2,0.0,0,0,0,0,12.0,20.83,40,Unknown,2,Lagos,Ikorodu,4,0,1,2412133.99,149330.42,70k - 149k,37-44,0.0,0.0,201011.14908240427,0.20829999999999999,Low Risk - Low Value
124203,1,0.0,0,3,1,1,3.0,0.0,27,Unknown,2,Anambra,Onitsha,8,2,5,6897146.19,17250942.57,1.2M and above,18-28,0.9999996666667778,0.0,2299047.9636506788,0.0,High Risk
124204,1,213836.19,0,3,1,2,3.0,0.0,32,Unknown,2,Ogun,Ogun state,8,2,5,644693.82,884585.75,800k - 1.19M,28-33,0.9999996666667778,0.33168642751945154,214897.86836737717,0.0,High Risk
124207,1,0.0,0,2,0,0,6.0,6.25,33,Unknown,2,Lagos,Ikorodu,8,0,5,812364.0,65279.0,<69k,28-33,0.33333327777778704,0.0,135393.97743433708,0.0625,Low Risk - Low Value
124208,2,0.0,0,2,0,0,12.0,16.66,42,Unknown,2,Rivers,Port Harcourt,8,0,5,3822409.64,277108.0,150k - 299k,37-44,0.16666665277777895,0.0,318534.1101221575,0.1666,Low Risk - Low Value
124221,1,0.0,0,0,0,0,12.0,0.0,37,Unknown,2,Lagos,Ifako,12,0,5,2321291.62,497469.0,300k - 499k,33-37,0.0,0.0,193440.952213254,0.0,Low Risk - Low Value
